District Name,School Code,School Name,State Board Region,Grade Span
Pasquotank County Schools,700316,J C Sawyer Elementary,Northeast,0K-05
Pasquotank County Schools,700317,Northeastern High,Northeast,09-12
Pasquotank County Schools,700318,Pasquotank Elementary,Northeast,0K-05
Pasquotank County Schools,700319,Pasquotank County High,Northeast,09-12
Pasquotank County Schools,700320,P W Moore Elementary,Northeast,0K-05
Pasquotank County Schools,700322,River Road Middle,Northeast,06-08
Pasquotank County Schools,700324,Sheep-Harney Elementary,Northeast,PK-05
Pasquotank County Schools,700325,Elizabeth City Pasquotank Early College,Northeast,09-12
Pasquotank County Schools,700328,Weeksville Elementary,Northeast,0K-05
Pender County Schools,710312,C.F. Pope Elementary,Southeast,PK-05
Pender County Schools,710316,Burgaw Middle,Southeast,06-08
Pender County Schools,710318,Cape Fear Elementary,Southeast,PK-05
Pender County Schools,710320,Cape Fear Middle,Southeast,06-08
Pender County Schools,710321,Heide Trask High,Southeast,09-12
Pender County Schools,710323,North Topsail Elementary,Southeast,PK-05
Pender County Schools,710324,Malpass Corner Elementary,Southeast,PK-05
Pender County Schools,710326,Pender High,Southeast,09-12
Pender County Schools,710327,Pender Early College High,Southeast,09-13
Pender County Schools,710328,Penderlea Elementary,Southeast,PK-08
Pender County Schools,710330,Pender Innovative Learning Academy,Southeast,0K-12
Pender County Schools,710332,Rocky Point Elementary,Southeast,PK-05
Pender County Schools,710342,Topsail High,Southeast,09-12
Pender County Schools,710344,Topsail Annandale Elementary School,Southeast,PK-04
Pender County Schools,710346,Topsail Middle,Southeast,05-08
Pender County Schools,710347,South Topsail Elementary,Southeast,PK-05
Pender County Schools,710348,West Pender Middle,Southeast,06-08
Pender County Schools,710350,Surf City Elementary,Southeast,PK-05
Pender County Schools,710352,Surf City Middle,Southeast,06-08
Perquimans County Schools,720304,Perquimans Central,Northeast,PK-02
Perquimans County Schools,720312,Hertford Grammar,Northeast,03-05
Perquimans County Schools,720316,Perquimans County High,Northeast,09-12
Perquimans County Schools,720320,Perquimans County Middle,Northeast,06-08
Person County Schools,730332,Helena Elementary,North Central,0K-05
Person County Schools,730334,North Elementary,North Central,0K-05
Person County Schools,730340,North End Elementary,North Central,0K-05
Person County Schools,730344,Northern Middle,North Central,06-08
Person County Schools,730348,Oak Lane Elementary,North Central,0K-05
Person County Schools,730350,Person Early College Innovation & Ldrshp,North Central,09-13
Person County Schools,730352,Person High,North Central,09-12
Person County Schools,730354,Stories Creek Elementary,North Central,0K-05
Person County Schools,730356,South Elementary,North Central,PK-05
Person County Schools,730360,Southern Middle,North Central,06-08
Person County Schools,730362,PCS Virtual Academy,North Central,PK-12
Person County Schools,730368,Woodland Elementary,North Central,0K-05
Pitt County Schools,740302,A G Cox Middle,Northeast,06-08
Pitt County Schools,740304,Ayden Elementary,Northeast,PK-05
Pitt County Schools,740308,Ayden Middle,Northeast,06-08
Pitt County Schools,740309,Ayden-Grifton High,Northeast,09-12
Pitt County Schools,740310,Belvoir Elementary,Northeast,PK-05
Pitt County Schools,740320,Bethel Elementary,Northeast,PK-08
Pitt County Schools,740324,C M Eppes Middle,Northeast,06-08
Pitt County Schools,740330,Creekside Elementary,Northeast,PK-05
Pitt County Schools,740332,Chicod,Northeast,PK-08
Pitt County Schools,740333,D H Conley High,Northeast,09-12
Pitt County Schools,740334,Falkland Elementary,Northeast,PK-05
Pitt County Schools,740336,Eastern Elementary,Northeast,0K-05
Pitt County Schools,740337,E B Aycock Middle,Northeast,06-08
Pitt County Schools,740338,Elmhurst Elementary,Northeast,0K-05
Pitt County Schools,740340,Farmville Middle,Northeast,06-08
Pitt County Schools,740344,Farmville Central High,Northeast,09-12
Pitt County Schools,740352,Grifton,Northeast,PK-08
Pitt County Schools,740358,G R Whitfield,Northeast,PK-08
Pitt County Schools,740360,H B Sugg Elementary,Northeast,PK-02
Pitt County Schools,740362,Hope Middle,Northeast,06-08
Pitt County Schools,740366,Junius H Rose High,Northeast,09-12
Pitt County Schools,740368,Lakeforest Elementary,Northeast,PK-05
Pitt County Schools,740374,North Pitt High,Northeast,09-12
Pitt County Schools,740375,Northwest Elementary,Northeast,PK-05
Pitt County Schools,740376,Pactolus,Northeast,PK-08
Pitt County Schools,740378,Vidant Health,Northeast,PK-12
Pitt County Schools,740379,Ridgewood Elementary,Northeast,PK-05
Pitt County Schools,740380,W H Robinson Elementary,Northeast,PK-05
Pitt County Schools,740383,Sadie Saulter,Northeast,PK-12
Pitt County Schools,740386,Sam D Bundy Elementary,Northeast,03-05
Pitt County Schools,740388,South Central,Northeast,09-12
Pitt County Schools,740390,South Greenville Elementary,Northeast,0K-05
Pitt County Schools,740396,Stokes,Northeast,PK-08
Pitt County Schools,740400,Wahl Coates Elementary,Northeast,PK-05
Pitt County Schools,740402,Wellcome Middle,Northeast,06-08
Pitt County Schools,740404,Wintergreen Intermediate,Northeast,03-05
Pitt County Schools,740406,Wintergreen Primary,Northeast,PK-02
Pitt County Schools,740500,PCS Early College High School,Northeast,09-13
Pitt County Schools,740501,Innovation Early College High,Northeast,09-13
Polk County Schools,750304,Tryon Elementary School,Western,PK-05
Polk County Schools,750314,Polk Central Elementary School,Western,PK-05
Polk County Schools,750317,Polk County Early College,Western,09-12
Polk County Schools,750318,Polk County High School,Western,09-12
Polk County Schools,750319,Polk County Middle School,Western,06-08
Polk County Schools,750320,Saluda Elementary School,Western,PK-05
Polk County Schools,750328,Sunny View Elementary School,Western,PK-05
Randolph County Schools,760304,Archdale Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760308,Trinity Middle School,Piedmont-Triad,06-08
Randolph County Schools,760316,Coleridge Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760318,Eastern Randolph High School,Piedmont-Triad,09-12
Randolph County Schools,760320,Farmer Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760324,Franklinville Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760328,Grays Chapel Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760329,Hopewell Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760330,John R Lawrence Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760331,Level Cross Elementary School,Piedmont-Triad,PK-05
Randolph County Schools,760332,Liberty Elementary School,Piedmont-Triad,PK-05
Randolph County Schools,760336,New Market Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760338,Northeastern Randolph Middle School,Piedmont-Triad,06-08
Randolph County Schools,760339,Providence Grove High School,Piedmont-Triad,09-12
Randolph County Schools,760340,Ramseur Elementary School,Piedmont-Triad,PK-05
Randolph County Schools,760344,Randleman Elementary School,Piedmont-Triad,0K-04
Randolph County Schools,760348,Randleman High School,Piedmont-Triad,09-12
Randolph County Schools,760352,Randleman Middle School,Piedmont-Triad,05-08
Randolph County Schools,760354,Randolph Early College High School,Piedmont-Triad,09-13
Randolph County Schools,760356,Seagrove Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760357,Southeastern Randolph Middle School,Piedmont-Triad,06-08
Randolph County Schools,760358,Southwestern Randolph High School,Piedmont-Triad,09-12
Randolph County Schools,760359,Southmont Elementary School,Piedmont-Triad,PK-05
Randolph County Schools,760360,Southwestern Randolph Middle School,Piedmont-Triad,06-08
Randolph County Schools,760364,Tabernacle Elementary School,Piedmont-Triad,PK-05
Randolph County Schools,760368,Trindale Elementary School,Piedmont-Triad,PK-05
Randolph County Schools,760376,Trinity Elementary School,Piedmont-Triad,0K-05
Randolph County Schools,760378,Wheatmore Middle School,Piedmont-Triad,06-08
Randolph County Schools,760380,Trinity High School,Piedmont-Triad,09-12
Randolph County Schools,760382,Uwharrie Ridge Six-Twelve,Piedmont-Triad,06-12
Randolph County Schools,760385,The Virtual Academy at Randolph,Piedmont-Triad,0K-08
Randolph County Schools,760388,Wheatmore High School,Piedmont-Triad,09-12
Asheboro City Schools,761304,Asheboro High,Piedmont-Triad,09-12
Asheboro City Schools,761308,South Asheboro Middle,Piedmont-Triad,06-08
Asheboro City Schools,761312,Balfour Elementary,Piedmont-Triad,PK-05
Asheboro City Schools,761320,Charles W McCrary Elementary,Piedmont-Triad,0K-05
Asheboro City Schools,761321,Donna L Loflin Elementary,Piedmont-Triad,0K-05
Asheboro City Schools,761328,Guy B Teachey Elementary,Piedmont-Triad,0K-05
Asheboro City Schools,761332,Lindley Park Elementary,Piedmont-Triad,0K-05
Asheboro City Schools,761336,North Asheboro Middle,Piedmont-Triad,06-08
Richmond County Schools,770310,East Rockingham Elementary,Sandhills,0K-05
Richmond County Schools,770316,Ellerbe Middle,Sandhills,06-08
Richmond County Schools,770318,Fairview Heights Elementary,Sandhills,PK-05
Richmond County Schools,770328,Hamlet Middle,Sandhills,06-08
Richmond County Schools,770340,L J Bell Elementary,Sandhills,PK-05
Richmond County Schools,770342,Ashley Chapel Educational Center,Sandhills,06-12
Richmond County Schools,770344,Mineral Springs Elementary,Sandhills,PK-05
Richmond County Schools,770346,Monroe Avenue Elementary,Sandhills,PK-05
Richmond County Schools,770348,Richmond Senior High,Sandhills,10-12
Richmond County Schools,770349,Richmond Early College High,Sandhills,09-13
Richmond County Schools,770351,Richmond 9th Grade Academy,Sandhills,09-09
Richmond County Schools,770360,Rockingham Middle,Sandhills,06-08
Richmond County Schools,770364,Cordova Middle,Sandhills,06-08
Richmond County Schools,770368,West Rockingham Elementary,Sandhills,PK-05
Richmond County Schools,770370,Washington Street Elementary,Sandhills,PK-05
Robeson County Schools,780320,Deep Branch Elementary,Sandhills,PK-06
Robeson County Schools,780322,East Robeson Primary,Sandhills,PK-03
Robeson County Schools,780325,Fairmont High,Sandhills,09-12
Robeson County Schools,780326,Fairmont Middle,Sandhills,05-08
Robeson County Schools,780328,Fairgrove Elementary School,Sandhills,PK-05
Robeson County Schools,780330,L Gilbert Carroll,Sandhills,04-05
Robeson County Schools,780331,Robeson Co Career Ctr,Sandhills,UN-GR
Robeson County Schools,780336,Littlefield Middle,Sandhills,04-08
Robeson County Schools,780340,Long Branch Elementary,Sandhills,PK-04
Robeson County Schools,780341,Lumberton Junior,Sandhills,06-08
Robeson County Schools,780342,Lumberton Senior High,Sandhills,09-12
Robeson County Schools,780344,Magnolia Elementary,Sandhills,PK-08
Robeson County Schools,780352,Orrum Middle,Sandhills,05-08
Robeson County Schools,780356,Oxendine Elementary,Sandhills,PK-06
Robeson County Schools,780360,Parkton Elementary,Sandhills,PK-08
Robeson County Schools,780364,Pembroke Elementary,Sandhills,PK-05
Robeson County Schools,780368,Pembroke Middle,Sandhills,06-08
Robeson County Schools,780374,Peterson Elementary,Sandhills,PK-04
Robeson County Schools,780376,Piney Grove Elementary,Sandhills,PK-06
Robeson County Schools,780384,Prospect Elementary,Sandhills,PK-08
Robeson County Schools,780385,PSRC Early College at RCC,Sandhills,09-13
Robeson County Schools,780391,Red Springs High,Sandhills,09-12
Robeson County Schools,780392,Rex-Rennert Elementary,Sandhills,PK-05
Robeson County Schools,780393,Red Springs Middle,Sandhills,05-08
Robeson County Schools,780394,Rosenwald Elementary,Sandhills,PK-04
Robeson County Schools,780398,Rowland Norment Elementary,Sandhills,PK-03
Robeson County Schools,780400,Saint Pauls Elementary,Sandhills,PK-04
Robeson County Schools,780401,Saint Pauls High,Sandhills,09-12
Robeson County Schools,780403,Saint Pauls Middle,Sandhills,05-08
Robeson County Schools,780407,Tanglewood Elementary,Sandhills,PK-03
Robeson County Schools,780408,Southside Ashpole Elementary,Sandhills,PK-05
Robeson County Schools,780410,Townsend Elementary,Sandhills,PK-05
Robeson County Schools,780412,Union Chapel Elementary,Sandhills,PK-06
Robeson County Schools,780416,Union Elementary,Sandhills,PK-06
Robeson County Schools,780417,W H Knuckles,Sandhills,PK-03
Robeson County Schools,780420,Purnell Swett High,Sandhills,09-12
Robeson County Schools,780421,South Robeson Middle School,Sandhills,06-08
Rockingham County Schools,790302,Bethany Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790310,Central Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790314,Dalton McMichael High,Piedmont-Triad,09-12
Rockingham County Schools,790318,Douglass Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790327,Huntsville Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790330,J E Holmes Middle,Piedmont-Triad,06-08
Rockingham County Schools,790344,Leaksville-Spray Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790347,Lincoln Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790350,Monroeton Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790354,John M Morehead High,Piedmont-Triad,09-12
Rockingham County Schools,790362,John W Dillard Academy,Piedmont-Triad,PK-05
Rockingham County Schools,790366,Reidsville High,Piedmont-Triad,PK-12
Rockingham County Schools,790374,Reidsville Middle,Piedmont-Triad,06-08
Rockingham County Schools,790378,Rockingham County High,Piedmont-Triad,09-12
Rockingham County Schools,790379,Rockingham Co Early College High,Piedmont-Triad,09-13
Rockingham County Schools,790380,Rockingham County Middle,Piedmont-Triad,06-08
Rockingham County Schools,790386,South End Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790390,Stoneville Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790392,The SCORE Center,Piedmont-Triad,0K-12
Rockingham County Schools,790394,Western Rockingham Middle,Piedmont-Triad,PK-08
Rockingham County Schools,790398,Wentworth Elementary,Piedmont-Triad,PK-05
Rockingham County Schools,790402,Williamsburg Elementary,Piedmont-Triad,PK-05
Rowan-Salisbury Schools,800308,Henderson High,Southwest,06-12
Rowan-Salisbury Schools,800312,Bostian Elementary,Southwest,0K-05
Rowan-Salisbury Schools,800314,Erwin Middle,Southwest,06-08
Rowan-Salisbury Schools,800315,Overton Elementary,Southwest,0K-05
Rowan-Salisbury Schools,800316,China Grove Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800320,China Grove Middle,Southwest,06-08
Rowan-Salisbury Schools,800328,Corriher Lipe Middle,Southwest,06-08
Rowan-Salisbury Schools,800340,East Rowan High,Southwest,09-12
Rowan-Salisbury Schools,800346,Koontz Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800347,Shive Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800356,Granite Quarry Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800358,Isenberg Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800359,Dole Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800360,Hurley Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800361,Carson High,Southwest,09-12
Rowan-Salisbury Schools,800362,Knollwood Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800363,Knox Middle,Southwest,06-08
Rowan-Salisbury Schools,800364,Landis Elementary,Southwest,0K-05
Rowan-Salisbury Schools,800366,Millbridge Elementary,Southwest,0K-05
Rowan-Salisbury Schools,800368,Morgan Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800372,Mt Ulla Elementary,Southwest,0K-05
Rowan-Salisbury Schools,800373,North Rowan Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800376,North Rowan High,Southwest,09-12
Rowan-Salisbury Schools,800377,North Rowan Middle,Southwest,06-08
Rowan-Salisbury Schools,800392,Rockwell Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800394,Rowan Co Early College,Southwest,09-12
Rowan-Salisbury Schools,800396,Salisbury High,Southwest,09-12
Rowan-Salisbury Schools,800398,Southeast Middle,Southwest,06-08
Rowan-Salisbury Schools,800400,South Rowan High,Southwest,09-12
Rowan-Salisbury Schools,800406,West Rowan Elementary,Southwest,PK-05
Rowan-Salisbury Schools,800408,West Rowan High,Southwest,09-12
Rowan-Salisbury Schools,800410,West Rowan Middle,Southwest,06-08
Rowan-Salisbury Schools,800500,Summit Virtual Academy,Southwest,0K-08
Rutherford County Schools,810324,Chase High School,Western,09-12
Rutherford County Schools,810326,Chase Middle School,Western,06-08
Rutherford County Schools,810328,Cliffside Elementary School,Western,0K-05
